x-axis E-06, 1 E-03
-3.810000,-154.051505728
-3.805000,-146.513817366
-3.800000,+62.028893968
-3.795000,+118.812812958
-3.790000,+118.310300400
-3.785000,+118.310300400
-3.780000,+126.853013877
-3.775000,+142.933415715
-3.770000,+126.350501319
-3.765000,+118.812812958
-3.760000,+118.812812958
-3.755000,+110.772612039
-3.750000,-65.609295620
-3.745000,-114.353013691
-3.740000,-114.353013691
-3.735000,-122.393214609
-3.730000,-122.393214609
-3.725000,-129.930902971
-3.720000,-114.353013691
-3.715000,-114.353013691
-3.710000,-114.353013691
-3.705000,-113.850501133
-3.700000,+45.948492130
-3.695000,+94.189697644
-3.690000,+86.652009282
-3.685000,+94.189697644
-3.680000,+94.692210201
-3.675000,+102.732411120
-3.670000,+86.652009282
-3.665000,+86.652009282
-3.660000,+86.652009282
-3.655000,+78.611808363
-3.650000,-41.488692863
-3.645000,-81.689697457
-3.640000,-82.192210015
-3.635000,-89.729898376
-3.630000,-82.192210015
-3.625000,-98.272611853
-3.620000,-82.192210015
-3.615000,-82.192210015
-3.610000,-89.729898376
-3.605000,-82.192210015
-3.600000,+29.868090292
-3.595000,+62.531406526
-3.590000,+54.491205607
-3.585000,+53.988693049
-3.580000,+70.069094887
-3.575000,+70.571607444
-3.570000,+54.491205607
-3.565000,+54.491205607
-3.560000,+54.491205607
-3.555000,+54.491205607
-3.550000,-33.448491944
-3.545000,-58.071607258
-3.540000,-50.031406339
-3.535000,-57.569094701
-3.530000,-58.071607258
-3.525000,-57.569094701
-3.520000,-50.031406339
-3.515000,-49.528893782
-3.510000,-50.031406339
-3.505000,-50.031406339
-3.500000,+13.787688455
-3.495000,+30.370602850
-3.490000,+30.370602850
-3.485000,+29.868090292
-3.480000,+22.330401931
-3.475000,+30.370602850
-3.470000,+22.330401931
-3.465000,+14.290201012
-3.460000,+21.827889374
-3.455000,+14.290201012
-3.450000,-17.368090106
-3.445000,-25.910803583
-3.440000,-17.870602664
-3.435000,-25.408291025
-3.430000,-17.870602664
-3.425000,-25.910803583
-3.420000,-17.870602664
-3.415000,-17.870602664
-3.410000,-17.870602664
-3.405000,-17.870602664
-3.400000,-1.790200826
-3.395000,-9.327889187
-3.390000,-9.327889187
-3.385000,-1.790200826
-3.380000,-1.790200826
-3.375000,-9.830401745
-3.370000,-9.830401745
-3.365000,-9.830401745
-3.360000,-17.368090106
-3.355000,-17.870602664
-3.350000,-1.790200826
-3.345000,+13.787688455
-3.340000,+6.250000093
-3.335000,+13.787688455
-3.330000,+14.290201012
-3.325000,+14.290201012
-3.320000,+22.330401931
-3.315000,+14.290201012
-3.310000,+14.290201012
-3.305000,+14.290201012
-3.300000,-25.408291025
-3.295000,-33.951004501
-3.290000,-33.951004501
-3.285000,-33.951004501
-3.280000,-49.528893782
-3.275000,-49.528893782
-3.270000,-41.991205420
-3.265000,-41.991205420
-3.260000,-50.031406339
-3.255000,-50.031406339
-3.250000,+13.787688455
-3.245000,+45.948492130
-3.240000,+38.410803769
-3.235000,+46.451004688
-3.230000,+46.451004688
-3.225000,+54.491205607
-3.220000,+46.451004688
-3.215000,+46.451004688
-3.210000,+54.491205607
-3.205000,+53.988693049
-3.200000,-33.448491944
-3.195000,-58.071607258
-3.190000,-58.071607258
-3.185000,-66.111808177
-3.180000,-66.111808177
-3.175000,-74.152009096
-3.170000,-81.689697457
-3.165000,-81.689697457
-3.160000,-82.192210015
-3.155000,-82.192210015
-3.150000,+29.868090292
-3.145000,+70.571607444
-3.140000,+70.571607444
-3.135000,+78.611808363
-3.130000,+86.652009282
-3.125000,+86.652009282
-3.120000,+78.611808363
-3.115000,+78.611808363
-3.110000,+86.149496725
-3.105000,+86.149496725
-3.100000,-49.528893782
-3.095000,-90.232410934
-3.090000,-90.232410934
-3.085000,-89.729898376
-3.080000,-113.850501133
-3.075000,-129.930902971
-3.070000,-106.312812772
-3.065000,-114.353013691
-3.060000,-114.353013691
-3.055000,-114.353013691
-3.050000,+45.948492130
-3.045000,+102.732411120
-3.040000,+102.732411120
-3.035000,+102.732411120
-3.030000,+118.812812958
-3.025000,+126.350501319
-3.020000,+110.772612039
-3.015000,+118.310300400
-3.010000,+110.772612039
-3.005000,+110.772612039
-3.000000,-57.569094701
-2.995000,-121.890702052
-2.990000,-114.353013691
-2.985000,-129.930902971
-2.980000,-138.473616447
-2.975000,-154.051505728
-2.970000,-138.473616447
-2.965000,-138.473616447
-2.960000,-146.011304809
-2.955000,-146.513817366
-2.950000,+53.988693049
-2.945000,+134.390702238
-2.940000,+134.390702238
-2.935000,+142.430903157
-2.930000,+150.471104076
-2.925000,+159.013817552
-2.920000,+142.933415715
-2.915000,+150.973616634
-2.910000,+142.933415715
-2.905000,+134.893214796
-2.900000,-73.649496539
-2.895000,-146.513817366
-2.890000,-146.513817366
-2.885000,-162.091706647
-2.880000,-178.172108484
-2.875000,-194.252510322
-2.870000,-170.131907566
-2.865000,-170.634420123
-2.860000,-170.634420123
-2.855000,-178.172108484
-2.850000,+62.028893968
-2.845000,+150.973616634
-2.840000,+159.013817552
-2.835000,+174.591706833
-2.830000,+183.134420309
-2.825000,+191.174621228
-2.820000,+175.094219390
-2.815000,+167.054018471
-2.810000,+175.094219390
-2.805000,+167.054018471
-2.800000,-81.689697457
-2.795000,-178.674621042
-2.790000,-170.634420123
-2.785000,-186.212309403
-2.780000,-202.795223799
-2.775000,-218.875625636
-2.770000,-202.795223799
-2.765000,-202.795223799
-2.760000,-202.795223799
-2.755000,-202.292711241
-2.750000,+70.069094887
-2.745000,+183.134420309
-2.740000,+183.134420309
-2.735000,+198.712309590
-2.730000,+215.295223985
-2.725000,+215.295223985
-2.720000,+199.214822147
-2.715000,+199.214822147
-2.710000,+199.214822147
-2.705000,+191.174621228
-2.700000,-97.770099295
-2.695000,-202.795223799
-2.690000,-178.674621042
-2.685000,-202.292711241
-2.680000,-234.956027474
-2.675000,-250.533916755
-2.670000,-226.915826555
-2.665000,-226.915826555
-2.660000,-226.915826555
-2.655000,-210.835424718
-2.650000,+70.069094887
-2.645000,+207.255023066
-2.640000,+214.792711427
-2.635000,+223.335424904
-2.630000,+239.415826742
-2.625000,+247.456027661
-2.620000,+223.335424904
-2.615000,+223.335424904
-2.610000,+215.295223985
-2.605000,+199.214822147
-2.600000,-105.810300214
-2.595000,-226.413313998
-2.590000,-218.875625636
-2.585000,-234.453514917
-2.580000,-259.076630231
-2.575000,-267.116831150
-2.570000,-251.036429312
-2.565000,-242.996228393
-2.560000,-234.956027474
-2.555000,-218.875625636
-2.550000,+86.149496725
-2.545000,+231.375625823
-2.540000,+238.913314184
-2.535000,+247.456027661
-2.530000,+263.033916941
-2.525000,+263.536429498
-2.520000,+247.456027661
-2.515000,+231.375625823
-2.510000,+223.335424904
-2.505000,+207.255023066
-2.500000,-105.810300214
-2.495000,-250.533916755
-2.490000,-234.956027474
-2.485000,-250.533916755
-2.480000,-275.157032069
-2.475000,-290.734921349
-2.470000,-267.116831150
-2.465000,-251.036429312
-2.460000,-242.996228393
-2.455000,-218.875625636
-2.450000,+94.189697644
-2.445000,+254.993716022
-2.440000,+263.033916941
-2.435000,+263.536429498
-2.430000,+271.576630417
-2.425000,+279.114318779
-2.420000,+247.456027661
-2.415000,+246.953515103
-2.410000,+223.335424904
-2.405000,+207.255023066
-2.400000,-121.890702052
-2.395000,-274.654519511
-2.390000,-251.036429312
-2.385000,-267.116831150
-2.380000,-283.197232988
-2.375000,-307.317835744
-2.370000,-275.157032069
-2.365000,-259.076630231
-2.360000,-242.996228393
-2.355000,-210.835424718
-2.350000,+110.270099482
-2.345000,+271.074117860
-2.340000,+287.154519698
-2.335000,+279.616831336
-2.330000,+271.074117860
-2.325000,+263.536429498
-2.320000,+263.536429498
-2.315000,+247.456027661
-2.310000,+239.415826742
-2.305000,+215.295223985
-2.300000,-121.890702052
-2.295000,-290.734921349
-2.290000,-275.157032069
-2.285000,-275.157032069
-2.280000,-290.734921349
-2.275000,-306.815323187
-2.270000,-283.197232988
-2.265000,-267.116831150
-2.260000,-242.996228393
-2.255000,-218.875625636
-2.250000,+118.310300400
-2.245000,+287.154519698
-2.240000,+287.657032255
-2.235000,+287.657032255
-2.230000,+263.536429498
-2.225000,+271.074117860
-2.220000,+271.576630417
-2.215000,+263.536429498
-2.210000,+247.456027661
-2.205000,+215.295223985
-2.200000,-129.930902971
-2.195000,-298.775122268
-2.190000,-290.734921349
-2.185000,-291.237433907
-2.180000,-282.694720430
-2.175000,-299.277634826
-2.170000,-283.197232988
-2.165000,-275.157032069
-2.160000,-242.996228393
-2.155000,-218.875625636
-2.150000,+118.310300400
-2.145000,+303.234921535
-2.140000,+311.275122454
-2.135000,+295.697233174
-2.130000,+271.576630417
-2.125000,+263.536429498
-2.120000,+271.576630417
-2.115000,+263.536429498
-2.110000,+255.496228579
-2.105000,+207.255023066
-2.100000,-137.971103890
-2.095000,-306.815323187
-2.090000,-307.317835744
-2.085000,-299.277634826
-2.080000,-282.694720430
-2.075000,-291.237433907
-2.070000,-290.734921349
-2.065000,-275.157032069
-2.060000,-242.996228393
-2.055000,-210.835424718
-2.050000,+126.350501319
-2.045000,+303.737434093
-2.040000,+319.817835931
-2.035000,+295.697233174
-2.030000,+255.496228579
-2.025000,+263.033916941
-2.020000,+279.114318779
-2.015000,+271.576630417
-2.010000,+255.496228579
-2.005000,+207.255023066
-2.000000,-137.971103890
-1.995000,-322.895725025
-1.990000,-307.317835744
-1.985000,-299.277634826
-1.980000,-275.157032069
-1.975000,-299.277634826
-1.970000,-283.197232988
-1.965000,-275.157032069
-1.960000,-258.574117674
-1.955000,-210.835424718
-1.950000,+126.350501319
-1.945000,+311.275122454
-1.940000,+319.817835931
-1.935000,+295.697233174
-1.930000,+255.496228579
-1.925000,+263.536429498
-1.920000,+279.616831336
-1.915000,+271.576630417
-1.910000,+263.033916941
-1.905000,+207.255023066
-1.900000,-137.971103890
-1.895000,-314.855524106
-1.890000,-315.358036663
-1.885000,-307.317835744
-1.880000,-275.157032069
-1.875000,-298.775122268
-1.870000,-291.237433907
-1.865000,-283.197232988
-1.860000,-251.036429312
-1.855000,-210.835424718
-1.850000,+134.390702238
-1.845000,+319.817835931
-1.840000,+327.858036850
-1.835000,+295.697233174
-1.830000,+255.496228579
-1.825000,+255.496228579
-1.820000,+279.114318779
-1.815000,+287.154519698
-1.810000,+255.496228579
-1.805000,+207.255023066
-1.800000,-137.971103890
-1.795000,-315.358036663
-1.790000,-307.317835744
-1.785000,-299.277634826
-1.780000,-267.116831150
-1.775000,-291.237433907
-1.770000,-291.237433907
-1.765000,-275.157032069
-1.760000,-266.614318592
-1.755000,-210.835424718
-1.750000,+126.350501319
-1.745000,+311.275122454
-1.740000,+327.355524292
-1.735000,+303.737434093
-1.730000,+254.993716022
-1.725000,+255.496228579
-1.720000,+271.576630417
-1.715000,+279.616831336
-1.710000,+263.536429498
-1.705000,+206.752510509
-1.700000,-129.930902971
-1.695000,-315.358036663
-1.690000,-314.855524106
-1.685000,-299.277634826
-1.680000,-275.157032069
-1.675000,-298.775122268
-1.670000,-283.197232988
-1.665000,-275.157032069
-1.660000,-258.574117674
-1.655000,-210.835424718
-1.650000,+126.350501319
-1.645000,+311.275122454
-1.640000,+319.817835931
-1.635000,+295.697233174
-1.630000,+263.033916941
-1.625000,+263.033916941
-1.620000,+279.114318779
-1.615000,+271.576630417
-1.610000,+255.496228579
-1.605000,+207.255023066
-1.600000,-129.930902971
-1.595000,-307.317835744
-1.590000,-299.277634826
-1.585000,-291.237433907
-1.580000,-282.694720430
-1.575000,-299.277634826
-1.570000,-290.734921349
-1.565000,-275.157032069
-1.560000,-258.574117674
-1.555000,-218.875625636
-1.550000,+118.310300400
-1.545000,+287.657032255
-1.540000,+303.737434093
-1.535000,+295.697233174
-1.530000,+263.033916941
-1.525000,+271.074117860
-1.520000,+263.536429498
-1.515000,+263.536429498
-1.510000,+247.456027661
-1.505000,+207.255023066
-1.500000,-121.890702052
-1.495000,-299.277634826
-1.490000,-291.237433907
-1.485000,-290.734921349
-1.480000,-282.694720430
-1.475000,-298.775122268
-1.470000,-283.197232988
-1.465000,-275.157032069
-1.460000,-242.996228393
-1.455000,-210.835424718
-1.450000,+110.270099482
-1.445000,+287.154519698
-1.440000,+295.697233174
-1.435000,+287.657032255
-1.430000,+271.074117860
-1.425000,+271.074117860
-1.420000,+271.576630417
-1.415000,+263.536429498
-1.410000,+239.415826742
-1.405000,+207.255023066
-1.400000,-113.850501133
-1.395000,-290.734921349
-1.390000,-275.157032069
-1.385000,-275.157032069
-1.380000,-283.197232988
-1.375000,-299.277634826
-1.370000,-275.157032069
-1.365000,-259.076630231
-1.360000,-242.996228393
-1.355000,-218.875625636
-1.350000,+94.189697644
-1.345000,+271.074117860
-1.340000,+287.154519698
-1.335000,+279.616831336
-1.330000,+263.536429498
-1.325000,+271.576630417
-1.320000,+255.496228579
-1.315000,+247.456027661
-1.310000,+239.415826742
-1.305000,+199.214822147
-1.300000,-113.850501133
-1.295000,-274.654519511
-1.290000,-267.116831150
-1.285000,-267.116831150
-1.280000,-290.734921349
-1.275000,-299.277634826
-1.270000,-275.157032069
-1.265000,-259.076630231
-1.260000,-242.996228393
-1.255000,-218.875625636
-1.250000,+86.149496725
-1.245000,+255.496228579
-1.240000,+263.033916941
-1.235000,+263.536429498
-1.230000,+263.536429498
-1.225000,+263.536429498
-1.220000,+255.496228579
-1.215000,+246.953515103
-1.210000,+231.375625823
-1.205000,+207.255023066
-1.200000,-97.770099295
-1.195000,-250.533916755
-1.190000,-242.996228393
-1.185000,-250.533916755
-1.180000,-275.157032069
-1.175000,-283.197232988
-1.170000,-259.076630231
-1.165000,-250.533916755
-1.160000,-234.956027474
-1.155000,-218.875625636
-1.150000,+62.028893968
-1.145000,+231.375625823
-1.140000,+239.415826742
-1.135000,+247.456027661
-1.130000,+255.496228579
-1.125000,+263.536429498
-1.120000,+246.953515103
-1.115000,+223.335424904
-1.110000,+223.335424904
-1.105000,+207.255023066
-1.100000,-81.689697457
-1.095000,-234.453514917
-1.090000,-218.875625636
-1.085000,-234.453514917
-1.080000,-258.574117674
-1.075000,-267.116831150
-1.070000,-251.036429312
-1.065000,-234.956027474
-1.060000,-234.956027474
-1.055000,-210.835424718
-1.050000,+62.028893968
-1.045000,+214.792711427
-1.040000,+207.255023066
-1.035000,+215.295223985
-1.030000,+231.375625823
-1.025000,+239.415826742
-1.020000,+223.335424904
-1.015000,+222.832912346
-1.010000,+207.255023066
-1.005000,+199.214822147
-1.000000,-81.689697457
-995.000E-09,-202.795223799
-990.000E-09,-194.755022880
-985.000E-09,-202.292711241
-980.000E-09,-226.915826555
-975.000E-09,-242.996228393
-970.000E-09,-218.875625636
-965.000E-09,-218.373113079
-960.000E-09,-218.875625636
-955.000E-09,-210.835424718
-950.000E-09,+45.948492130
-945.000E-09,+183.134420309
-940.000E-09,+190.672108671
-935.000E-09,+191.174621228
-930.000E-09,+199.214822147
-925.000E-09,+207.255023066
-920.000E-09,+191.174621228
-915.000E-09,+183.134420309
-910.000E-09,+183.134420309
-905.000E-09,+175.094219390
-900.000E-09,-57.569094701
-895.000E-09,-170.634420123
-890.000E-09,-170.634420123
-885.000E-09,-170.634420123
-880.000E-09,-194.755022880
-875.000E-09,-218.373113079
-870.000E-09,-194.252510322
-865.000E-09,-186.714821961
-860.000E-09,-194.755022880
-855.000E-09,-186.714821961
-850.000E-09,+37.908291211
-845.000E-09,+158.511304995
-840.000E-09,+150.973616634
-835.000E-09,+159.013817552
-830.000E-09,+167.054018471
-825.000E-09,+182.631907752
-820.000E-09,+159.013817552
-815.000E-09,+167.054018471
-810.000E-09,+158.511304995
-805.000E-09,+150.973616634
-800.000E-09,-57.569094701
-795.000E-09,-154.554018285
-790.000E-09,-138.473616447
-785.000E-09,-146.011304809
-780.000E-09,-170.131907566
-775.000E-09,-186.212309403
-770.000E-09,-162.594219204
-765.000E-09,-162.594219204
-760.000E-09,-170.131907566
-755.000E-09,-154.554018285
-750.000E-09,+21.827889374
-745.000E-09,+126.350501319
-740.000E-09,+126.853013877
-735.000E-09,+126.853013877
-730.000E-09,+134.893214796
-725.000E-09,+158.511304995
-720.000E-09,+134.893214796
-715.000E-09,+118.812812958
-710.000E-09,+126.853013877
-705.000E-09,+118.812812958
-700.000E-09,-33.448491944
-695.000E-09,-122.393214609
-690.000E-09,-114.353013691
-685.000E-09,-114.353013691
-680.000E-09,-138.473616447
-675.000E-09,-146.513817366
-670.000E-09,-122.393214609
-665.000E-09,-130.433415528
-660.000E-09,-130.433415528
-655.000E-09,-130.433415528
-650.000E-09,+21.827889374
-645.000E-09,+102.229898563
-640.000E-09,+102.732411120
-635.000E-09,+102.732411120
-630.000E-09,+118.812812958
-625.000E-09,+118.310300400
-620.000E-09,+102.732411120
-615.000E-09,+102.732411120
-610.000E-09,+94.692210201
-605.000E-09,+86.652009282
-600.000E-09,-33.448491944
-595.000E-09,-90.232410934
-590.000E-09,-82.192210015
-585.000E-09,-90.232410934
-580.000E-09,-106.312812772
-575.000E-09,-106.312812772
-570.000E-09,-98.272611853
-565.000E-09,-97.770099295
-560.000E-09,-98.272611853
-555.000E-09,-98.272611853
-550.000E-09,+6.250000093
-545.000E-09,+70.571607444
-540.000E-09,+70.069094887
-535.000E-09,+78.109295806
-530.000E-09,+78.109295806
-525.000E-09,+78.611808363
-520.000E-09,+62.531406526
-515.000E-09,+62.531406526
-510.000E-09,+62.531406526
-505.000E-09,+70.069094887
-500.000E-09,-17.368090106
-495.000E-09,-58.071607258
-490.000E-09,-66.111808177
-485.000E-09,-57.569094701
-480.000E-09,-73.649496539
-475.000E-09,-74.152009096
-470.000E-09,-58.071607258
