x-axis E-06, 1 E-03
-465.000E-09,-58.071607258
-460.000E-09,-66.111808177
-455.000E-09,-58.071607258
-450.000E-09,-1.790200826
-445.000E-09,+38.410803769
-440.000E-09,+38.410803769
-435.000E-09,+38.410803769
-430.000E-09,+38.410803769
-425.000E-09,+45.948492130
-420.000E-09,+37.908291211
-415.000E-09,+30.370602850
-410.000E-09,+22.330401931
-405.000E-09,+29.868090292
-400.000E-09,-9.327889187
-395.000E-09,-33.951004501
-390.000E-09,-33.448491944
-385.000E-09,-25.910803583
-380.000E-09,-41.991205420
-375.000E-09,-33.951004501
-370.000E-09,-33.448491944
-365.000E-09,-33.951004501
-360.000E-09,-33.951004501
-355.000E-09,-25.910803583
-350.000E-09,-9.830401745
-345.000E-09,+6.250000093
-340.000E-09,+6.250000093
-335.000E-09,+6.250000093
-330.000E-09,+6.250000093
-325.000E-09,+6.250000093
-320.000E-09,-9.327889187
-315.000E-09,-9.327889187
-310.000E-09,-9.830401745
-305.000E-09,-1.790200826
-300.000E-09,-9.327889187
-295.000E-09,-1.790200826
-290.000E-09,-1.790200826
-285.000E-09,+6.250000093
-280.000E-09,-1.287688268
-275.000E-09,-1.790200826
-270.000E-09,-1.287688268
-265.000E-09,-1.790200826
-260.000E-09,+6.250000093
-255.000E-09,-1.790200826
-250.000E-09,-9.327889187
-245.000E-09,-17.870602664
-240.000E-09,-25.408291025
-235.000E-09,-25.910803583
-230.000E-09,-25.910803583
-225.000E-09,-33.951004501
-220.000E-09,-33.951004501
-215.000E-09,-33.951004501
-210.000E-09,-41.488692863
-205.000E-09,-41.488692863
-200.000E-09,-1.790200826
-195.000E-09,+30.370602850
-190.000E-09,+30.370602850
-185.000E-09,+21.827889374
-180.000E-09,+30.370602850
-175.000E-09,+38.410803769
-170.000E-09,+30.370602850
-165.000E-09,+37.908291211
-160.000E-09,+37.908291211
-155.000E-09,+38.410803769
-150.000E-09,-17.368090106
-145.000E-09,-50.031406339
-140.000E-09,-58.071607258
-135.000E-09,-57.569094701
-130.000E-09,-66.111808177
-125.000E-09,-66.111808177
-120.000E-09,-65.609295620
-115.000E-09,-66.111808177
-110.000E-09,-66.111808177
-105.000E-09,-74.152009096
-100.000E-09,-1.790200826
-95.000E-09,+62.028893968
-90.000E-09,+62.531406526
-85.000E-09,+54.491205607
-80.000E-09,+70.571607444
-75.000E-09,+70.571607444
-70.000E-09,+70.571607444
-65.000E-09,+70.571607444
-60.000E-09,+78.109295806
-55.000E-09,+70.571607444
-50.000E-09,-25.408291025
-45.000E-09,-82.192210015
-40.000E-09,-82.192210015
-35.000E-09,-90.232410934
-30.000E-09,-98.272611853
-25.000E-09,-98.272611853
-20.000E-09,-98.272611853
-15.000E-09,-98.272611853
-10.000E-09,-106.312812772
-5.000E-09,-105.810300214
-0.0E+00,+13.787688455
+5.000E-09,+78.611808363
+10.000E-09,+86.652009282
+15.000E-09,+86.149496725
+20.000E-09,+110.270099482
+25.000E-09,+118.310300400
+30.000E-09,+94.692210201
+35.000E-09,+110.270099482
+40.000E-09,+102.732411120
+45.000E-09,+102.732411120
+50.000E-09,-25.408291025
+55.000E-09,-106.312812772
+60.000E-09,-114.353013691
+65.000E-09,-122.393214609
+70.000E-09,-137.971103890
+75.000E-09,-138.473616447
+80.000E-09,-137.971103890
+85.000E-09,-130.433415528
+90.000E-09,-138.473616447
+95.000E-09,-130.433415528
+100.000E-09,+21.827889374
+105.000E-09,+118.310300400
+110.000E-09,+118.812812958
+115.000E-09,+118.310300400
+120.000E-09,+134.893214796
+125.000E-09,+142.933415715
+130.000E-09,+126.853013877
+135.000E-09,+134.893214796
+140.000E-09,+134.893214796
+145.000E-09,+126.853013877
+150.000E-09,-33.448491944
+155.000E-09,-138.473616447
+160.000E-09,-146.011304809
+165.000E-09,-154.051505728
+170.000E-09,-162.594219204
+175.000E-09,-170.634420123
+180.000E-09,-162.594219204
+185.000E-09,-162.594219204
+190.000E-09,-162.594219204
+195.000E-09,-170.131907566
+200.000E-09,+29.868090292
+205.000E-09,+142.933415715
+210.000E-09,+150.973616634
+215.000E-09,+142.430903157
+220.000E-09,+167.054018471
+225.000E-09,+175.094219390
+230.000E-09,+159.013817552
+235.000E-09,+159.013817552
+240.000E-09,+167.054018471
+245.000E-09,+159.013817552
+250.000E-09,-41.488692863
+255.000E-09,-162.594219204
+260.000E-09,-170.634420123
+265.000E-09,-186.212309403
+270.000E-09,-194.755022880
+275.000E-09,-202.795223799
+280.000E-09,-202.292711241
+285.000E-09,-194.755022880
+290.000E-09,-194.755022880
+295.000E-09,-194.755022880
+300.000E-09,+37.908291211
+305.000E-09,+175.094219390
+310.000E-09,+175.094219390
+315.000E-09,+174.591706833
+320.000E-09,+199.214822147
+325.000E-09,+215.295223985
+330.000E-09,+191.174621228
+335.000E-09,+191.174621228
+340.000E-09,+198.712309590
+345.000E-09,+191.174621228
+350.000E-09,-49.528893782
+355.000E-09,-194.252510322
+360.000E-09,-194.755022880
+365.000E-09,-210.835424718
+370.000E-09,-226.413313998
+375.000E-09,-234.956027474
+380.000E-09,-218.875625636
+385.000E-09,-218.875625636
+390.000E-09,-218.875625636
+395.000E-09,-210.835424718
+400.000E-09,+45.948492130
+405.000E-09,+199.214822147
+410.000E-09,+191.174621228
+415.000E-09,+190.672108671
+420.000E-09,+223.335424904
+425.000E-09,+247.456027661
+430.000E-09,+215.295223985
+435.000E-09,+214.792711427
+440.000E-09,+222.832912346
+445.000E-09,+207.255023066
+450.000E-09,-57.569094701
+455.000E-09,-210.835424718
+460.000E-09,-226.915826555
+465.000E-09,-234.956027474
+470.000E-09,-250.533916755
+475.000E-09,-259.076630231
+480.000E-09,-242.996228393
+485.000E-09,-242.996228393
+490.000E-09,-242.493715836
+495.000E-09,-218.875625636
+500.000E-09,+45.948492130
+505.000E-09,+223.335424904
+510.000E-09,+223.335424904
+515.000E-09,+214.792711427
+520.000E-09,+247.456027661
+525.000E-09,+263.536429498
+530.000E-09,+239.415826742
+535.000E-09,+231.375625823
+540.000E-09,+230.873113265
+545.000E-09,+207.255023066
+550.000E-09,-65.609295620
+555.000E-09,-242.996228393
+560.000E-09,-250.533916755
+565.000E-09,-266.614318592
+570.000E-09,-267.116831150
+575.000E-09,-275.157032069
+580.000E-09,-266.614318592
+585.000E-09,-251.036429312
+590.000E-09,-242.996228393
+595.000E-09,-226.915826555
+600.000E-09,+62.028893968
+605.000E-09,+246.953515103
+610.000E-09,+239.415826742
+615.000E-09,+231.375625823
+620.000E-09,+263.536429498
+625.000E-09,+287.154519698
+630.000E-09,+255.496228579
+635.000E-09,+247.456027661
+640.000E-09,+223.335424904
+645.000E-09,+207.255023066
+650.000E-09,-73.649496539
+655.000E-09,-259.076630231
+660.000E-09,-267.116831150
+665.000E-09,-283.197232988
+670.000E-09,-282.694720430
+675.000E-09,-283.197232988
+680.000E-09,-267.116831150
+685.000E-09,-259.076630231
+690.000E-09,-251.036429312
+695.000E-09,-226.915826555
+700.000E-09,+70.069094887
+705.000E-09,+263.536429498
+710.000E-09,+255.496228579
+715.000E-09,+255.496228579
+720.000E-09,+263.536429498
+725.000E-09,+287.154519698
+730.000E-09,+263.536429498
+735.000E-09,+247.456027661
+740.000E-09,+230.873113265
+745.000E-09,+207.255023066
+750.000E-09,-81.689697457
+755.000E-09,-275.157032069
+760.000E-09,-298.775122268
+765.000E-09,-299.277634826
+770.000E-09,-283.197232988
+775.000E-09,-291.237433907
+780.000E-09,-267.116831150
+785.000E-09,-266.614318592
+790.000E-09,-251.036429312
+795.000E-09,-226.915826555
+800.000E-09,+78.109295806
+805.000E-09,+279.616831336
+810.000E-09,+279.616831336
+815.000E-09,+271.074117860
+820.000E-09,+271.074117860
+825.000E-09,+287.657032255
+830.000E-09,+271.576630417
+835.000E-09,+255.496228579
+840.000E-09,+231.375625823
+845.000E-09,+207.255023066
+850.000E-09,-81.689697457
+855.000E-09,-291.237433907
+860.000E-09,-307.317835744
+865.000E-09,-307.317835744
+870.000E-09,-282.694720430
+875.000E-09,-283.197232988
+880.000E-09,-282.694720430
+885.000E-09,-275.157032069
+890.000E-09,-259.076630231
+895.000E-09,-226.915826555
+900.000E-09,+78.109295806
+905.000E-09,+295.697233174
+910.000E-09,+295.697233174
+915.000E-09,+279.616831336
+920.000E-09,+263.536429498
+925.000E-09,+279.616831336
+930.000E-09,+271.576630417
+935.000E-09,+263.536429498
+940.000E-09,+239.415826742
+945.000E-09,+207.255023066
+950.000E-09,-97.770099295
+955.000E-09,-307.317835744
+960.000E-09,-323.398237582
+965.000E-09,-315.358036663
+970.000E-09,-275.157032069
+975.000E-09,-275.157032069
+980.000E-09,-283.197232988
+985.000E-09,-283.197232988
+990.000E-09,-267.116831150
+995.000E-09,-226.915826555
+1.000000,+70.069094887
+1.005000,+295.697233174
+1.010000,+303.737434093
+1.015000,+287.154519698
+1.020000,+263.033916941
+1.025000,+279.616831336
+1.030000,+279.616831336
+1.035000,+271.576630417
+1.040000,+239.415826742
+1.045000,+215.295223985
+1.050000,-97.770099295
+1.055000,-314.855524106
+1.060000,-323.398237582
+1.065000,-315.358036663
+1.070000,-275.157032069
+1.075000,-267.116831150
+1.080000,-290.734921349
+1.085000,-290.734921349
+1.090000,-275.157032069
+1.095000,-226.915826555
+1.100000,+86.149496725
+1.105000,+311.777635012
+1.110000,+303.737434093
+1.115000,+295.697233174
+1.120000,+255.496228579
+1.125000,+279.114318779
+1.130000,+271.576630417
+1.135000,+271.576630417
+1.140000,+254.993716022
+1.145000,+207.255023066
+1.150000,-89.729898376
+1.155000,-322.895725025
+1.160000,-338.976126863
+1.165000,-323.398237582
+1.170000,-275.157032069
+1.175000,-267.116831150
+1.180000,-290.734921349
+1.185000,-291.237433907
+1.190000,-275.157032069
+1.195000,-218.875625636
+1.200000,+78.109295806
+1.205000,+311.777635012
+1.210000,+311.777635012
+1.215000,+287.657032255
+1.220000,+255.496228579
+1.225000,+279.114318779
+1.230000,+279.114318779
+1.235000,+279.616831336
+1.240000,+247.456027661
+1.245000,+207.255023066
+1.250000,-97.770099295
+1.255000,-323.398237582
+1.260000,-339.478639420
+1.265000,-323.398237582
+1.270000,-267.116831150
+1.275000,-267.116831150
+1.280000,-291.237433907
+1.285000,-291.237433907
+1.290000,-275.157032069
+1.295000,-226.915826555
+1.300000,+78.109295806
+1.305000,+311.777635012
+1.310000,+319.817835931
+1.315000,+295.697233174
+1.320000,+255.496228579
+1.325000,+279.114318779
+1.330000,+279.616831336
+1.335000,+279.616831336
+1.340000,+247.456027661
+1.345000,+215.295223985
+1.350000,-97.770099295
+1.355000,-330.935925944
+1.360000,-347.016327782
+1.365000,-331.438438501
+1.370000,-274.654519511
+1.375000,-267.116831150
+1.380000,-291.237433907
+1.385000,-291.237433907
+1.390000,-275.157032069
+1.395000,-218.875625636
+1.400000,+78.109295806
+1.405000,+311.275122454
+1.410000,+319.817835931
+1.415000,+295.194720617
+1.420000,+263.033916941
+1.425000,+279.114318779
+1.430000,+271.576630417
+1.435000,+271.576630417
+1.440000,+247.456027661
+1.445000,+207.255023066
+1.450000,-97.770099295
+1.455000,-322.895725025
+1.460000,-331.438438501
+1.465000,-315.358036663
+1.470000,-274.654519511
+1.475000,-275.157032069
+1.480000,-290.734921349
+1.485000,-291.237433907
+1.490000,-275.157032069
+1.495000,-226.915826555
+1.500000,+78.109295806
+1.505000,+311.777635012
+1.510000,+311.777635012
+1.515000,+295.697233174
+1.520000,+255.496228579
+1.525000,+279.114318779
+1.530000,+279.616831336
+1.535000,+279.114318779
+1.540000,+247.456027661
+1.545000,+207.255023066
+1.550000,-81.689697457
+1.555000,-315.358036663
+1.560000,-338.976126863
+1.565000,-323.398237582
+1.570000,-274.654519511
+1.575000,-275.157032069
+1.580000,-290.734921349
+1.585000,-283.197232988
+1.590000,-267.116831150
+1.595000,-218.875625636
+1.600000,+70.069094887
+1.605000,+303.737434093
+1.610000,+303.737434093
+1.615000,+279.616831336
+1.620000,+263.033916941
+1.625000,+279.616831336
+1.630000,+271.576630417
+1.635000,+271.576630417
+1.640000,+239.415826742
+1.645000,+215.295223985
+1.650000,-81.689697457
+1.655000,-307.317835744
+1.660000,-315.358036663
+1.665000,-315.358036663
+1.670000,-274.654519511
+1.675000,-275.157032069
+1.680000,-282.694720430
+1.685000,-283.197232988
+1.690000,-266.614318592
+1.695000,-226.915826555
+1.700000,+70.069094887
+1.705000,+287.154519698
+1.710000,+295.697233174
+1.715000,+279.114318779
+1.720000,+263.536429498
+1.725000,+279.616831336
+1.730000,+271.576630417
+1.735000,+263.536429498
+1.740000,+238.913314184
+1.745000,+207.255023066
+1.750000,-81.689697457
+1.755000,-291.237433907
+1.760000,-314.855524106
+1.765000,-307.317835744
+1.770000,-275.157032069
+1.775000,-275.157032069
+1.780000,-275.157032069
+1.785000,-275.157032069
+1.790000,-266.614318592
+1.795000,-226.915826555
+1.800000,+62.028893968
+1.805000,+279.616831336
+1.810000,+279.616831336
+1.815000,+271.074117860
+1.820000,+279.114318779
+1.825000,+287.657032255
+1.830000,+263.536429498
+1.835000,+255.496228579
+1.840000,+231.375625823
+1.845000,+215.295223985
+1.850000,-65.609295620
+1.855000,-283.197232988
+1.860000,-291.237433907
+1.865000,-299.277634826
+1.870000,-275.157032069
+1.875000,-283.197232988
+1.880000,-275.157032069
+1.885000,-274.654519511
+1.890000,-251.036429312
+1.895000,-234.453514917
+1.900000,+53.988693049
+1.905000,+263.536429498
+1.910000,+263.536429498
+1.915000,+247.456027661
+1.920000,+263.536429498
+1.925000,+279.616831336
+1.930000,+263.536429498
+1.935000,+247.456027661
+1.940000,+223.335424904
+1.945000,+207.255023066
+1.950000,-65.609295620
+1.955000,-259.076630231
+1.960000,-274.654519511
+1.965000,-282.694720430
+1.970000,-275.157032069
+1.975000,-283.197232988
+1.980000,-259.076630231
+1.985000,-259.076630231
+1.990000,-242.996228393
+1.995000,-226.915826555
+2.000000,+45.948492130
+2.005000,+247.456027661
+2.010000,+239.415826742
+2.015000,+230.873113265
+2.020000,+263.033916941
+2.025000,+279.616831336
+2.030000,+247.456027661
+2.035000,+239.415826742
+2.040000,+223.335424904
+2.045000,+207.255023066
+2.050000,-41.488692863
+2.055000,-242.996228393
+2.060000,-258.574117674
+2.065000,-259.076630231
+2.070000,-267.116831150
+2.075000,-274.654519511
+2.080000,-266.614318592
+2.085000,-251.036429312
+2.090000,-242.493715836
+2.095000,-226.915826555
+2.100000,+29.868090292
+2.105000,+223.335424904
+2.110000,+215.295223985
+2.115000,+214.792711427
+2.120000,+246.953515103
+2.125000,+255.496228579
+2.130000,+231.375625823
+2.135000,+223.335424904
+2.140000,+222.832912346
+2.145000,+207.255023066
+2.150000,-41.488692863
+2.155000,-218.875625636
+2.160000,-226.915826555
+2.165000,-234.453514917
+2.170000,-242.996228393
+2.175000,-251.036429312
+2.180000,-234.956027474
+2.185000,-234.956027474
+2.190000,-226.915826555
+2.195000,-210.835424718
+2.200000,+21.827889374
+2.205000,+199.214822147
+2.210000,+191.174621228
+2.215000,+183.134420309
+2.220000,+223.335424904
+2.225000,+239.415826742
+2.230000,+207.255023066
+2.235000,+199.214822147
+2.240000,+207.255023066
+2.245000,+191.174621228
+2.250000,-25.408291025
+2.255000,-194.755022880
+2.260000,-194.755022880
+2.265000,-210.835424718
+2.270000,-218.373113079
+2.275000,-226.915826555
+2.280000,-210.835424718
+2.285000,-202.795223799
+2.290000,-210.332912160
+2.295000,-194.755022880
+2.300000,+13.787688455
+2.305000,+175.094219390
+2.310000,+175.094219390
+2.315000,+159.013817552
+2.320000,+191.174621228
+2.325000,+199.214822147
+2.330000,+183.134420309
+2.335000,+175.094219390
+2.340000,+175.094219390
+2.345000,+167.054018471
+2.350000,-17.368090106
+2.355000,-170.634420123
+2.360000,-178.172108484
+2.365000,-178.172108484
+2.370000,-186.714821961
+2.375000,-194.755022880
+2.380000,-186.212309403
+2.385000,-170.634420123
+2.390000,-178.674621042
+2.395000,-170.634420123
+2.400000,-1.790200826
+2.405000,+134.893214796
+2.410000,+142.933415715
+2.415000,+134.390702238
+2.420000,+166.551505914
+2.425000,+175.094219390
+2.430000,+150.973616634
+2.435000,+150.973616634
+2.440000,+150.973616634
+2.445000,+134.893214796
+2.450000,-9.327889187
+2.455000,-138.473616447
+2.460000,-138.473616447
+2.465000,-146.513817366
+2.470000,-154.554018285
+2.475000,-170.131907566
+2.480000,-154.051505728
+2.485000,-154.554018285
+2.490000,-146.513817366
+2.495000,-146.513817366
+2.500000,-1.790200826
+2.505000,+118.812812958
+2.510000,+118.812812958
+2.515000,+110.270099482
+2.520000,+126.853013877
+2.525000,+134.893214796
+2.530000,+118.812812958
+2.535000,+118.310300400
+2.540000,+118.812812958
+2.545000,+110.772612039
+2.550000,-1.287688268
+2.555000,-106.312812772
+2.560000,-106.312812772
+2.565000,-114.353013691
+2.570000,-121.890702052
+2.575000,-129.930902971
+2.580000,-114.353013691
+2.585000,-121.890702052
+2.590000,-106.312812772
+2.595000,-106.312812772
+2.600000,-17.870602664
+2.605000,+86.652009282
+2.610000,+94.692210201
+2.615000,+86.149496725
+2.620000,+94.692210201
+2.625000,+110.270099482
+2.630000,+78.611808363
+2.635000,+86.652009282
+2.640000,+78.611808363
+2.645000,+70.571607444
+2.650000,+6.250000093
+2.655000,-81.689697457
+2.660000,-82.192210015
+2.665000,-82.192210015
+2.670000,-90.232410934
+2.675000,-90.232410934
+2.680000,-82.192210015
+2.685000,-89.729898376
+2.690000,-82.192210015
+2.695000,-82.192210015
+2.700000,-17.870602664
+2.705000,+62.531406526
+2.710000,+54.491205607
+2.715000,+46.451004688
+2.720000,+62.531406526
+2.725000,+70.069094887
+2.730000,+54.491205607
+2.735000,+46.451004688
+2.740000,+53.988693049
+2.745000,+46.451004688
+2.750000,+6.250000093
+2.755000,-50.031406339
+2.760000,-49.528893782
+2.765000,-57.569094701
+2.770000,-50.031406339
+2.775000,-58.071607258
+2.780000,-50.031406339
+2.785000,-50.031406339
